number,group,explode_layer,parent,material,name
8,电子件,electronics,torso,ATRI_electronics_case,sbc-component-073
8,电子件,electronics,torso,ATRI_electronics_case,sbc-component-074
8,电子件,electronics,torso,ATRI_electronics_case,sbc-component-075
8,电子件,electronics,torso,ATRI_electronics_case,sbc-component-076
8,电子件,electronics,torso,ATRI_electronics_case,sbc-component-077
8,电子件,electronics,torso,ATRI_electronics_case,sbc-component-078
10,紧固件,electronics,torso,ATRI_standoff,sbc-post-0-0
10,紧固件,electronics,torso,ATRI_standoff,sbc-post-0-1
10,紧固件,electronics,torso,ATRI_standoff,sbc-post-1-0
10,紧固件,electronics,torso,ATRI_standoff,sbc-post-1-1
10,紧固件,core,head,ATRI_fastener,screw-h-head_pitch-0
10,紧固件,core,head,ATRI_fastener,screw-h-head_pitch-1
10,紧固件,core,head,ATRI_fastener,screw-h-head_pitch-2
10,紧固件,core,head,ATRI_fastener,screw-h-head_pitch-3
10,紧固件,core,head_yaw_link,ATRI_fastener,screw-h-head_yaw-0
10,紧固件,core,head_yaw_link,ATRI_fastener,screw-h-head_yaw-1
10,紧固件,core,head_yaw_link,ATRI_fastener,screw-h-head_yaw-2
10,紧固件,core,head_yaw_link,ATRI_fastener,screw-h-head_yaw-3
1,外壳,core,head_yaw_link,ATRI_servo,servo-head_pitch
1,外壳,core,torso,ATRI_servo,servo-head_yaw
5,腿,leg_left,left_shank,ATRI_servo,servo-left_ankle_pitch
6,手臂,arm_left,left_fore,ATRI_servo,servo-left_elbow_pitch
7,夹爪,gripper_left,left_hand,ATRI_servo,servo-left_gripper
4,髋部双片,hip_dual_left,left_hip_roll_link,ATRI_servo,servo-left_hip_pitch
2,骨盆,pelvis,pelvis,ATRI_servo,servo-left_hip_roll
5,腿,leg_left,left_thigh,ATRI_servo,servo-left_knee_pitch
1,外壳,core,torso,ATRI_servo,servo-left_shoulder_pitch
6,手臂,arm_left,left_upper,ATRI_servo,servo-left_shoulder_roll
5,腿,leg_right,right_shank,ATRI_servo,servo-right_ankle_pitch
6,手臂,arm_right,right_fore,ATRI_servo,servo-right_elbow_pitch
7,夹爪,gripper_right,right_hand,ATRI_servo,servo-right_gripper
4,髋部双片,hip_dual_right,right_hip_roll_link,ATRI_servo,servo-right_hip_pitch
2,骨盆,pelvis,pelvis,ATRI_servo,servo-right_hip_roll
5,腿,leg_right,right_thigh,ATRI_servo,servo-right_knee_pitch
1,外壳,core,torso,ATRI_servo,servo-right_shoulder_pitch
6,手臂,arm_right,right_upper,ATRI_servo,servo-right_shoulder_roll
3,腰部双片,waist_dual,trunk_roll_link,ATRI_servo,servo-trunk_pitch
2,骨盆,pelvis,pelvis,ATRI_servo,servo-trunk_roll
1,外壳,core,head,ATRI_horn,shaft-head_pitch
1,外壳,core,head_yaw_link,ATRI_horn,shaft-head_yaw
5,腿,leg_left,left_foot,ATRI_horn,shaft-left_ankle_pitch
6,手臂,arm_left,left_hand,ATRI_horn,shaft-left_elbow_pitch
7,夹爪,gripper_left,left_grip,ATRI_horn,shaft-left_gripper
5,腿,leg_left,left_thigh,ATRI_horn,shaft-left_hip_pitch
4,髋部双片,hip_dual_left,left_hip_roll_link,ATRI_horn,shaft-left_hip_roll
5,腿,leg_left,left_shank,ATRI_horn,shaft-left_knee_pitch
6,手臂,arm_left,left_upper,ATRI_horn,shaft-left_shoulder_pitch
6,手臂,arm_left,left_fore,ATRI_horn,shaft-left_shoulder_roll
5,腿,leg_right,right_foot,ATRI_horn,shaft-right_ankle_pitch
6,手臂,arm_right,right_hand,ATRI_horn,shaft-right_elbow_pitch
7,夹爪,gripper_right,right_grip,ATRI_horn,shaft-right_gripper
5,腿,leg_right,right_thigh,ATRI_horn,shaft-right_hip_pitch
4,髋部双片,hip_dual_right,right_hip_roll_link,ATRI_horn,shaft-right_hip_roll
5,腿,leg_right,right_shank,ATRI_horn,shaft-right_knee_pitch
6,手臂,arm_right,right_upper,ATRI_horn,shaft-right_shoulder_pitch
6,手臂,arm_right,right_fore,ATRI_horn,shaft-right_shoulder_roll
1,外壳,core,torso,ATRI_horn,shaft-trunk_pitch
3,腰部双片,waist_dual,trunk_roll_link,ATRI_horn,shaft-trunk_roll
1,外壳,shell_front,torso,ATRI_petg,shell-torso-front
10,紧固件,shell_front,torso,ATRI_fastener,shell-torso-front-nut-0
10,紧固件,shell_front,torso,ATRI_fastener,shell-torso-front-nut-1
10,紧固件,shell_front,torso,ATRI_fastener,shell-torso-front-screw-0
10,紧固件,shell_front,torso,ATRI_fastener,shell-torso-front-screw-1
1,外壳,shell_rear,torso,ATRI_petg,shell-torso-rear
10,紧固件,shell_rear,torso,ATRI_fastener,shell-torso-rear-nut-0
10,紧固件,shell_rear,torso,ATRI_fastener,shell-torso-rear-nut-1
10,紧固件,shell_rear,torso,ATRI_fastener,shell-torso-rear-screw-0
10,紧固件,shell_rear,torso,ATRI_fastener,shell-torso-rear-screw-1
1,外壳,core,torso,ATRI_al,torso-beam-0-0
1,外壳,core,torso,ATRI_al,torso-beam-0-1
1,外壳,core,torso,ATRI_al,torso-beam-0-2
1,外壳,core,torso,ATRI_al,torso-beam-0-3
1,外壳,core,torso,ATRI_al,torso-beam-0-4
1,外壳,core,torso,ATRI_al,torso-beam-1-0
1,外壳,core,torso,ATRI_al,torso-beam-1-1
1,外壳,core,torso,ATRI_al,torso-beam-1-2
1,外壳,core,torso,ATRI_al,torso-beam-1-3
1,外壳,core,torso,ATRI_al,torso-beam-1-4
10,紧固件,core,torso,ATRI_fastener,torso-head-bolt-0-0
10,紧固件,core,torso,ATRI_fastener,torso-head-bolt-0-1
10,紧固件,core,torso,ATRI_fastener,torso-head-bolt-1-0
10,紧固件,core,torso,ATRI_fastener,torso-head-bolt-1-1
1,外壳,core,torso,ATRI_al,torso-head-case-front
1,外壳,core,torso,ATRI_al,torso-head-case-rear
10,紧固件,core,torso,ATRI_fastener,torso-head-nut-0-0
10,紧固件,core,torso,ATRI_fastener,torso-head-nut-0-1
10,紧固件,core,torso,ATRI_fastener,torso-head-nut-1-0
10,紧固件,core,torso,ATRI_fastener,torso-head-nut-1-1
1,外壳,core,torso,ATRI_al,torso-head-spacer-0-0
1,外壳,core,torso,ATRI_al,torso-head-spacer-0-1
1,外壳,core,torso,ATRI_al,torso-head-spacer-1-0
1,外壳,core,torso,ATRI_al,torso-head-spacer-1-1
10,紧固件,core,torso,ATRI_fastener,torso-output-bolt-front-0
10,紧固件,core,torso,ATRI_fastener,torso-output-bolt-front-1
10,紧固件,core,torso,ATRI_fastener,torso-output-bolt-front-2
10,紧固件,core,torso,ATRI_fastener,torso-output-bolt-front-3
10,紧固件,core,torso,ATRI_fastener,torso-output-bolt-rear-0
10,紧固件,core,torso,ATRI_fastener,torso-output-bolt-rear-1
10,紧固件,core,torso,ATRI_fastener,torso-output-bolt-rear-2
10,紧固件,core,torso,ATRI_fastener,torso-output-bolt-rear-3
1,外壳,core,torso,ATRI_al,torso-output-front
1,外壳,core,torso,ATRI_al,torso-output-rear
1,外壳,core,torso,ATRI_al,torso-output-spacer-front-0
1,外壳,core,torso,ATRI_al,torso-output-spacer-front-1
1,外壳,core,torso,ATRI_al,torso-output-spacer-front-2
1,外壳,core,torso,ATRI_al,torso-output-spacer-front-3
1,外壳,core,torso,ATRI_al,torso-output-spacer-rear-0
1,外壳,core,torso,ATRI_al,torso-output-spacer-rear-1
1,外壳,core,torso,ATRI_al,torso-output-spacer-rear-2
1,外壳,core,torso,ATRI_al,torso-output-spacer-rear-3
10,紧固件,core,torso,ATRI_fastener,torso-rod-0
10,紧固件,core,torso,ATRI_fastener,torso-rod-1
10,紧固件,core,torso,ATRI_fastener,torso-rod-nut-0-left
10,紧固件,core,torso,ATRI_fastener,torso-rod-nut-0-right
10,紧固件,core,torso,ATRI_fastener,torso-rod-nut-1-left
10,紧固件,core,torso,ATRI_fastener,torso-rod-nut-1-right
11,传感器,sensor,head,ATRI_sensor,vl53l1x
10,紧固件,waist_dual,trunk_roll_link,ATRI_fastener,waist-dual-clamp-replacement-bolt
10,紧固件,waist_dual,trunk_roll_link,ATRI_fastener,waist-dual-clamp-replacement-nut
3,腰部双片,waist_dual,trunk_roll_link,ATRI_al,waist-dual-clamp-spacer-0
3,腰部双片,waist_dual,trunk_roll_link,ATRI_al,waist-dual-clamp-spacer-1
3,腰部双片,waist_dual,trunk_roll_link,ATRI_al,waist-dual-clamp-spacer-2
10,紧固件,waist_dual,trunk_roll_link,ATRI_fastener,waist-dual-pcd-screw--4.95--4.95
10,紧固件,waist_dual,trunk_roll_link,ATRI_fastener,waist-dual-pcd-screw--4.95-4.95
10,紧固件,waist_dual,trunk_roll_link,ATRI_fastener,waist-dual-pcd-screw-4.95--4.95
10,紧固件,waist_dual,trunk_roll_link,ATRI_fastener,waist-dual-pcd-screw-4.95-4.95
3,腰部双片,waist_dual,trunk_roll_link,ATRI_al,waist-dual-pcd-spacer--4.95--4.95-0
3,腰部双片,waist_dual,trunk_roll_link,ATRI_al,waist-dual-pcd-spacer--4.95--4.95-1
3,腰部双片,waist_dual,trunk_roll_link,ATRI_al,waist-dual-pcd-spacer--4.95-4.95-0
3,腰部双片,waist_dual,trunk_roll_link,ATRI_al,waist-dual-pcd-spacer--4.95-4.95-1
3,腰部双片,waist_dual,trunk_roll_link,ATRI_al,waist-dual-pcd-spacer-4.95--4.95-0
3,腰部双片,waist_dual,trunk_roll_link,ATRI_al,waist-dual-pcd-spacer-4.95--4.95-1
3,腰部双片,waist_dual,trunk_roll_link,ATRI_al,waist-dual-pcd-spacer-4.95-4.95-0
3,腰部双片,waist_dual,trunk_roll_link,ATRI_al,waist-dual-pcd-spacer-4.95-4.95-1
10,紧固件,waist_dual,trunk_roll_link,ATRI_fastener,waist-dual-pcd-washer--4.95--4.95
10,紧固件,waist_dual,trunk_roll_link,ATRI_fastener,waist-dual-pcd-washer--4.95-4.95
10,紧固件,waist_dual,trunk_roll_link,ATRI_fastener,waist-dual-pcd-washer-4.95--4.95
10,紧固件,waist_dual,trunk_roll_link,ATRI_fastener,waist-dual-pcd-washer-4.95-4.95
3,腰部双片,waist_dual,trunk_roll_link,ATRI_al,waist-dual-rear-angle
